n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.054053306579589844,90,13.616864442825317,2022,,,0,0,"[nan, nan, nan]"
90,90,40.82358121871948,1920,0.015115022659301758,30,0.9586379528045654,187,,,0.08117890357971191,0,"[np.float64(310.6824622388915), nan, 0.001]"
120,112,22.429642915725708,1920,0.01495051383972168,30,0.3012394905090332,53,,,0.0037682056427001953,0,"[np.float64(506.03143148175553), np.float64(21.98870680846095), np.float64(0.14310400270496648)]"
150,118,22.005953788757324,1920,0.014994621276855469,30,0.5412435531616211,71,,,0.13106799125671387,0,"[np.float64(390.3699898200205), np.float64(190.4172699232205), np.float64(1.0)]"
180,140,21.930728673934937,1920,0.015031814575195312,30,0.3533213138580322,33,,,0.00445556640625,0,"[np.float64(332.4560486461487), np.float64(279.6037496053102), 0.001]"
210,167,27.950483798980713,1920,0.013347625732421875,30,0.5445976257324219,32,,,0.12956595420837402,0,"[np.float64(379.72388561782236), np.float64(24.73429443522887), np.float64(0.9476464903256521)]"
240,185,30.052465438842773,1920,0.014699459075927734,30,0.6951866149902344,31,,,0.0036852359771728516,0,"[np.float64(357.8030575590735), np.float64(67.26835969790348), np.float64(0.007048096353553894)]"
270,210,27.4500949382782,1920,0.014889717102050781,30,0.8776144981384277,30,,,0.0036649703979492188,0,"[np.float64(396.6653649921539), np.float64(22.123529838211617), 0.001]"
300,233,32.45355033874512,1920,0.014650106430053711,30,0.8693718910217285,24,,,0.0036966800689697266,0,"[np.float64(382.2977986937649), np.float64(8.785067504032503), np.float64(0.0013918460395275524)]"
330,259,37.03636360168457,1920,0.015160560607910156,30,116.45886087417603,2719,,,0.004855632781982422,0,"[np.float64(332.0616677917794), np.float64(12.051581075439001), np.float64(0.017852225673683657)]"
360,280,23.49402379989624,1920,0.012258529663085938,30,3.50441837310791,65,,,0.003858327865600586,0,"[np.float64(283.9493154173619), np.float64(569.893246917603), np.float64(0.26851425211324936)]"
390,309,20.79638934135437,1920,0.01491856575012207,30,5.596656799316406,85,,,0.004010438919067383,0,"[np.float64(306.5072742748802), np.float64(81.87770327284427), np.float64(0.4233197050706932)]"
420,337,35.01191687583923,1920,0.01448369026184082,30,5.0425660610198975,65,,,0.0037653446197509766,0,"[np.float64(322.0410972943448), np.float64(149.00481111100402), np.float64(0.9200724653352403)]"
450,364,36.86623549461365,1920,0.015082597732543945,30,5.662251710891724,55,,,0.03294038772583008,0,"[np.float64(336.72794796413393), np.float64(194.24398334792824), np.float64(0.007551666248966599)]"
480,391,39.400500774383545,1920,0.015039920806884766,30,7.2940146923065186,61,,,0.33864808082580566,0,"[np.float64(365.88390517906083), np.float64(83.71079024127161), np.float64(0.005165879115854074)]"
510,416,49.61817741394043,1920,0.015219449996948242,30,7.529597282409668,52,,,0.003919363021850586,0,"[np.float64(314.56395764465464), np.float64(30.335284119434164), 0.001]"
540,442,73.01599144935608,1920,0.015198707580566406,30,8.181318283081055,46,,,0.004022121429443359,0,"[np.float64(294.66593360116804), np.float64(47.55675491447557), 0.001]"
570,465,72.56529998779297,1920,0.014891624450683594,30,9.265777111053467,52,,,0.003976583480834961,0,"[np.float64(282.42842560975066), np.float64(2.6697045841043168), 0.001]"
600,493,61.93793725967407,1920,0.015064239501953125,30,6.704533815383911,35,,,0.003957033157348633,0,"[np.float64(269.7110448071635), np.float64(8.17162556767973), 0.001]"
630,522,104.58688354492188,1920,0.01489114761352539,30,1644.8800210952759,9266,,,0.0050427913665771484,0,"[np.float64(173.74894066071067), np.float64(1.6173499937154021), 0.001]"
660,552,25.692641735076904,1920,0.014641523361206055,30,2.6760365962982178,15,339.365558385849,64000,0.13161611557006836,0,"[np.float64(0.25091725623531147), np.float64(23.427770996765997), 0.001]"
