n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.006815910339355469,15,0.4370408058166504,497,,,0,0,[nan]
15,15,14.742331981658936,1920,0.0017154216766357422,5,0.020402193069458008,18,,,7.295608520507812e-05,0,[nan]
20,20,8.963540077209473,1920,0.0016934871673583984,5,0.024624109268188477,22,,,0.0002002716064453125,0,[nan]
25,25,9.930057525634766,1920,0.001772165298461914,5,0.7620019912719727,772,,,0.00012826919555664062,0,[nan]
30,30,7.212283134460449,1920,0.0013785362243652344,5,0.034262895584106445,33,,,0.00010085105895996094,0,[nan]
35,35,9.875399589538574,1920,0.0014171600341796875,5,0.01898646354675293,16,,,0.0001373291015625,0,[nan]
40,40,9.996639966964722,1920,0.0015850067138671875,5,0.030630111694335938,23,,,8.797645568847656e-05,0,[nan]
45,45,12.808473825454712,1920,0.001680135726928711,5,1.441439151763916,1260,,,0.0002002716064453125,0,[nan]
50,50,4.479372501373291,1920,0.0017328262329101562,5,0.03854250907897949,25,,,0.00015544891357421875,0,[nan]
55,55,4.038009881973267,1920,0.0016446113586425781,5,0.029313325881958008,18,,,0.00012135505676269531,0,[nan]
60,60,2.312769651412964,1920,0.0016880035400390625,5,0.029621362686157227,17,,,0.00011777877807617188,0,[nan]
65,65,2.2791123390197754,1920,0.0016102790832519531,5,1.4694068431854248,949,,,7.653236389160156e-05,0,[nan]
70,70,2.422032356262207,1920,0.0017011165618896484,5,0.03711199760437012,19,,,0.0001544952392578125,0,[nan]
75,75,2.3692331314086914,1920,0.0016200542449951172,5,0.03253006935119629,16,,,8.630752563476562e-05,0,[nan]
80,80,2.692577838897705,1920,0.0017054080963134766,5,0.05482316017150879,25,,,0.00014901161193847656,0,[nan]
85,85,2.068728446960449,1920,0.0013849735260009766,5,1.7077689170837402,861,,,8.821487426757812e-05,0,[nan]
90,90,2.4249496459960938,1920,0.0016143321990966797,5,0.0452725887298584,17,,,0.00019669532775878906,0,[nan]
95,95,2.6327919960021973,1920,0.0017707347869873047,5,0.040944814682006836,15,,,0.00014472007751464844,0,[nan]
100,100,2.413926362991333,1920,0.0017733573913574219,5,0.04333376884460449,15,,,0.00020551681518554688,0,[nan]
105,105,2.4323339462280273,1920,0.0015683174133300781,5,2.29815673828125,929,,,9.894371032714844e-05,0,[nan]
110,110,2.3776304721832275,1920,0.0016887187957763672,5,0.07281231880187988,24,,,0.00013399124145507812,0,[nan]
115,115,2.51417875289917,1920,0.0014574527740478516,5,0.052253007888793945,18,,,0.00015091896057128906,0,[nan]
120,120,2.930191993713379,1920,0.001668691635131836,5,0.07262873649597168,21,,,9.870529174804688e-05,0,[nan]
