n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.013922691345214844,24,0.8901841640472412,947,,,0,0,"[nan, nan, nan]"
24,24,19.839698314666748,1920,0.0034210681915283203,8,0.026302814483642578,21,,,0.0022864341735839844,0,"[np.float64(80.85820846451267), nan, 0.001]"
32,32,12.295023918151855,1920,0.003576517105102539,8,0.07612800598144531,58,,,0.0027391910552978516,0,"[np.float64(76.79501982767107), np.float64(0.2478325528609735), 0.001]"
40,40,10.620338916778564,1920,0.0034263134002685547,8,0.06121063232421875,43,,,0.0025017261505126953,0,"[np.float64(119.72797996339483), np.float64(0.059946073460088824), 0.001]"
48,48,10.930237293243408,1920,0.002979278564453125,8,2.018711566925049,1579,,,0.002492666244506836,0,"[np.float64(160.76772036796888), np.float64(0.09156354902159435), 0.001]"
56,56,3.984915256500244,1920,0.0033555030822753906,8,0.11665844917297363,75,,,0.0019216537475585938,0,"[np.float64(29.589854196691398), np.float64(8.384776546421337), np.float64(0.9977823675084999)]"
64,64,2.5465919971466064,1920,0.002848386764526367,8,0.05708670616149902,35,42.994811058044434,64000,0.0021636486053466797,0,"[np.float64(0.0073134871310323035), np.float64(11.715563945206101), 0.001]"
