n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.051400184631347656,90,6.074429988861084,940,,,0,0,"[nan, nan, nan]"
90,90,13.416515111923218,1920,0.017373323440551758,30,0.06109356880187988,3,,,0.004089832305908203,0,"[np.float64(396.7995264227951), nan, 0.001]"
120,108,18.12255311012268,1920,0.015172243118286133,30,2.723111629486084,313,,,0.004410266876220703,0,"[np.float64(147.16456666058795), np.float64(3.806939943424265), 0.001]"
150,138,21.104777574539185,1920,0.01507568359375,30,4.163379907608032,403,,,0.0582425594329834,0,"[np.float64(541.648005251412), np.float64(34.422411051493974), np.float64(0.9999999484956865)]"
180,151,17.49642276763916,1920,0.014763832092285156,30,3.5558011531829834,269,,,0.01584482192993164,0,"[np.float64(405.27649130233794), np.float64(65.93556190075333), np.float64(0.9999888536595507)]"
210,168,26.765618562698364,1920,0.015050888061523438,30,5.451540946960449,351,,,0.02526116371154785,0,"[np.float64(369.72226663264786), np.float64(296.0842752555691), np.float64(0.99999998152819)]"
240,180,24.46773624420166,1920,0.015071392059326172,30,6.780877351760864,270,,,0.005388736724853516,0,"[np.float64(401.3501036857732), np.float64(166.55426325677251), np.float64(0.9999990795732291)]"
270,196,23.447826862335205,1920,0.014880895614624023,30,4.591431140899658,168,,,0.009088754653930664,0,"[np.float64(413.7428746202988), np.float64(183.5192517969404), np.float64(1.0)]"
300,205,19.448230266571045,1920,0.015066385269165039,30,15.523564338684082,481,,,0.005110025405883789,0,"[np.float64(397.36319390009436), np.float64(154.839239396572), np.float64(0.9527616517477178)]"
330,221,23.247707843780518,1920,0.01502680778503418,30,111.00385236740112,2864,,,0.005556821823120117,0,"[np.float64(360.13838775985977), np.float64(152.5971933918197), np.float64(1.0)]"
360,242,19.62241291999817,1920,0.015083551406860352,30,9.583701372146606,192,,,0.014463186264038086,0,"[np.float64(286.8494967530173), np.float64(381.2562807076446), np.float64(1.0)]"
390,271,22.629074335098267,1920,0.015155315399169922,30,4.524264335632324,81,,,0.00441288948059082,0,"[np.float64(325.0145031251014), np.float64(280.50421465648975), np.float64(1.0)]"
420,299,24.507943391799927,1920,0.014969825744628906,30,19.895652055740356,279,,,0.005514383316040039,0,"[np.float64(292.88015643540837), np.float64(278.6549009118095), np.float64(0.9971792847283356)]"
450,328,30.073211193084717,1920,0.014935493469238281,30,35.94668197631836,424,,,0.005316495895385742,0,"[np.float64(292.9839966273449), np.float64(171.84755353742383), np.float64(1.0)]"
480,357,18.775346755981445,1920,0.015586137771606445,30,35.38049077987671,320,,,0.005704402923583984,0,"[np.float64(241.16491293222043), np.float64(368.6918574373126), np.float64(0.9999999878161193)]"
510,387,27.655327320098877,1920,0.014934301376342773,30,37.7828152179718,294,,,0.006596803665161133,0,"[np.float64(233.56231933171154), np.float64(252.00114353120182), np.float64(0.9999999999997639)]"
540,417,32.57827544212341,1920,0.015053987503051758,30,28.677818298339844,196,,,0.005602836608886719,0,"[np.float64(201.64261760123196), np.float64(270.6030113635304), np.float64(0.8926087696099552)]"
570,447,26.67783236503601,1920,0.015188932418823242,30,41.75259232521057,246,,,0.005814075469970703,0,"[np.float64(179.25453303746616), np.float64(98.84729983033338), np.float64(0.9571834626441649)]"
600,477,24.528850078582764,1920,0.014963388442993164,30,24.12537455558777,121,,,0.005579233169555664,0,"[np.float64(142.42241082565897), np.float64(145.6778862394715), np.float64(0.18855902150522344)]"
630,507,18.431922435760498,1920,0.014887809753417969,30,271.16205048561096,1413,,,0.00551915168762207,0,"[np.float64(58.95666239402735), np.float64(36.61911607439198), 0.001]"
660,533,28.414199590682983,1920,0.013459920883178711,30,2.129194974899292,9,240.01591968536377,64000,0.005385398864746094,0,"[np.float64(0.22662790217401607), np.float64(5.970522527530337), 0.001]"
