n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.0064239501953125,15,0.5808811187744141,731,,,0,0,"[nan, nan, nan]"
15,15,13.045723915100098,1920,0.0012664794921875,5,0.03239750862121582,34,,,0.0021712779998779297,0,"[np.float64(14.53449414131724), nan, np.float64(0.05852507602069142)]"
20,20,9.642741203308105,1920,0.0012912750244140625,5,0.02111673355102539,20,,,0.0023746490478515625,0,"[np.float64(14.332652066613946), np.float64(0.18143874197040735), np.float64(0.01952667907094064)]"
25,25,9.629328489303589,1920,0.0010669231414794922,5,0.6156041622161865,733,,,0.001969575881958008,0,"[np.float64(38.10375525468935), np.float64(0.150974234157523), np.float64(0.039811171209272855)]"
30,30,9.385118246078491,1920,0.001056671142578125,5,0.031870126724243164,32,,,0.0020351409912109375,0,"[np.float64(42.74337748654901), np.float64(4.990326747723318), np.float64(0.9958279287261473)]"
35,35,7.827910661697388,1920,0.0013000965118408203,5,0.03764009475708008,32,,,0.0022721290588378906,0,"[np.float64(19.298850331927827), np.float64(25.015748810132386), np.float64(0.009398320851387986)]"
40,40,8.386853218078613,1920,0.001108407974243164,5,0.030530691146850586,24,,,0.0019843578338623047,0,"[np.float64(399.16313319898205), np.float64(12.109876992507257), np.float64(1.0)]"
45,44,8.251000165939331,1920,0.0010831356048583984,5,1.3350574970245361,1273,,,0.002211332321166992,0,"[np.float64(78.68258548255871), np.float64(315.22391810406043), np.float64(1.0)]"
50,49,5.261510372161865,1920,0.001239776611328125,5,0.08997654914855957,68,,,0.001993894577026367,0,"[np.float64(0.5330848627739009), np.float64(99.42037133679771), 0.001]"
55,54,7.32764196395874,1920,0.0012314319610595703,5,0.059772491455078125,40,,,0.0021588802337646484,0,"[np.float64(0.3326184307912463), np.float64(0.1111475608692112), 0.001]"
60,59,4.430112361907959,1920,0.0012624263763427734,5,0.056317806243896484,36,79.52302885055542,64000,0.002234935760498047,0,"[np.float64(0.04889029166597325), np.float64(0.05184781338925709), 0.001]"
