n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.012550115585327148,24,0.9784965515136719,1111,,,0,0,"[nan, nan, nan]"
24,24,16.934386730194092,1920,0.0035490989685058594,8,0.034641265869140625,29,,,0.0023784637451171875,0,"[np.float64(96.68122732089337), nan, 0.001]"
32,32,12.214776277542114,1920,0.003091096878051758,8,0.025094270706176758,21,,,0.002417325973510742,0,"[np.float64(21.536500115258576), np.float64(5.779944736329001), np.float64(0.23628826731458694)]"
40,40,11.877402544021606,1920,0.0035266876220703125,8,0.10324358940124512,78,,,0.0023593902587890625,0,"[np.float64(74.73700524200261), np.float64(44.60834593353346), 0.001]"
48,48,10.768959999084473,1920,0.0031239986419677734,8,2.286801338195801,1726,,,0.002687215805053711,0,"[np.float64(25.9011911449268), np.float64(2.940379551619263), 0.001]"
56,56,3.8124728202819824,1920,0.0035266876220703125,8,0.14927196502685547,90,,,0.002458810806274414,0,"[np.float64(25.352857872115734), np.float64(13.05335707472882), np.float64(0.10867571464105008)]"
64,64,2.4796032905578613,1920,0.0034182071685791016,8,0.13350653648376465,70,52.14623165130615,64000,0.002349853515625,0,"[np.float64(0.011623011486015855), np.float64(1.6824817269644035), 0.001]"
