n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.05401134490966797,90,6.936893463134766,1024,,,0,0,"[nan, nan, nan]"
90,90,24.958228588104248,1920,0.014836311340332031,30,0.41274428367614746,59,,,0.008625984191894531,0,"[np.float64(443.62410932809274), nan, 0.001]"
120,113,22.988909482955933,1920,0.014559507369995117,30,1.350174903869629,147,,,0.004774332046508789,0,"[np.float64(365.1053649467391), np.float64(2.414428170082371), 0.001]"
150,134,22.446985483169556,1920,0.014760494232177734,30,0.18390798568725586,15,,,0.005083560943603516,0,"[np.float64(254.16235669511562), np.float64(1.4812061648175154), 0.001]"
180,164,19.17475700378418,1920,0.01497650146484375,30,5.253281593322754,203,,,0.004865407943725586,0,"[np.float64(10.964272296556103), np.float64(3.4903440909411945), 0.001]"
210,194,26.694331884384155,1920,0.014929533004760742,30,3.053678274154663,116,,,0.010192394256591797,0,"[np.float64(497.0163845081835), np.float64(34.008050313529154), np.float64(0.996756288854193)]"
240,197,10.118459701538086,1920,,,,,,,,,
240,197,11.126639366149902,1920,,,,,,,,,
240,197,11.98363471031189,1920,,,,,,,,,
