n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.02968287467956543,48,1.55796480178833,1087,,,0,0,"[nan, nan, nan]"
48,48,19.4649555683136,1920,0.006842613220214844,16,0.10968756675720215,60,,,0.002593517303466797,0,"[np.float64(134.50816313033596), nan, 0.001]"
64,64,11.754597187042236,1920,0.006970643997192383,16,0.16868209838867188,70,,,0.002933979034423828,0,"[np.float64(230.43049040906976), np.float64(7.225902222804893), np.float64(0.00590723951475297)]"
80,80,13.327744483947754,1920,0.006867408752441406,16,0.12459278106689453,39,,,0.002776622772216797,0,"[np.float64(177.30194788720448), np.float64(71.34476280303996), 0.001]"
96,96,13.199368000030518,1920,0.006890058517456055,16,0.10804510116577148,28,,,0.0028085708618164062,0,"[np.float64(184.544818602861), np.float64(3.0745698475922443), 0.001]"
112,112,12.1825532913208,1920,0.006905078887939453,16,0.8564550876617432,180,,,0.002874612808227539,0,"[np.float64(72.33331974490466), np.float64(0.5191802808295828), 0.001]"
128,128,10.243608474731445,1920,0.006673097610473633,16,1.2402300834655762,231,,,0.002611875534057617,0,"[np.float64(78.50010281029724), np.float64(15.679387582228454), np.float64(0.999715288018029)]"
144,144,10.397979259490967,1920,0.006814718246459961,16,13.364842176437378,2061,,,0.0028176307678222656,0,"[np.float64(92.4189605745629), np.float64(84.03958423776375), np.float64(0.7414781973509479)]"
160,160,3.80851149559021,1920,0.006700992584228516,16,0.4519166946411133,59,,,0.0027713775634765625,0,"[np.float64(9.864241390139291), np.float64(16.468820880380687), 0.001]"
176,176,4.422451496124268,1920,0.006764650344848633,16,0.6212694644927979,62,56.01888918876648,64000,0.0028810501098632812,0,"[np.float64(0.0623678844550426), np.float64(0.9423857177946291), 0.001]"
