n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.014036178588867188,24,0.09061932563781738,58,,,0,0,"[nan, nan, nan]"
24,24,20.44668984413147,1920,0.0033767223358154297,8,0.028338909149169922,24,,,0.0022470951080322266,0,"[np.float64(63.12993510315269), nan, 0.001]"
32,32,12.430860042572021,1920,0.0030074119567871094,8,0.0193026065826416,15,,,0.0023238658905029297,0,"[np.float64(84.94825543558807), np.float64(1.4468196668632345), 0.001]"
40,40,12.384888172149658,1920,0.003320455551147461,8,0.04665374755859375,36,,,0.0022623538970947266,0,"[np.float64(98.58957488476271), np.float64(1.3801668495799475), 0.001]"
48,48,11.78549861907959,1920,0.002996206283569336,8,0.07572436332702637,55,,,0.0021691322326660156,0,"[np.float64(37.10054158441559), np.float64(0.986861168823251), 0.001]"
56,56,2.480719566345215,1920,0.0027761459350585938,8,0.02214813232421875,14,50.66022992134094,64000,0.0021820068359375,0,"[np.float64(0.019580422097437378), np.float64(5.734093211846803), 0.001]"
