n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.006042957305908203,15,0.06149697303771973,26,,,0,0,"[nan, nan, nan]"
15,15,9.95006012916565,1920,0.001661539077758789,5,0.011195182800292969,3,,,0.002551555633544922,0,"[np.float64(262.6893779233677), nan, np.float64(0.10723107083655244)]"
20,19,12.69873309135437,1920,0.0013911724090576172,5,0.018550395965576172,13,,,0.0025229454040527344,0,"[np.float64(771.767302707458), np.float64(1.2890559872775875), np.float64(0.0034701540322247095)]"
25,22,11.633886337280273,1920,0.0012602806091308594,5,0.06633877754211426,64,,,0.0020983219146728516,0,"[np.float64(15.602827923417056), np.float64(0.2588654451079949), np.float64(0.029518026277710347)]"
30,27,10.007683038711548,1920,0.0011336803436279297,5,0.032334327697753906,30,,,0.0021216869354248047,0,"[np.float64(43.25047203713152), np.float64(17.711728409089126), np.float64(1.0)]"
35,32,8.458223342895508,1920,0.0013203620910644531,5,0.023064613342285156,16,,,0.002343893051147461,0,"[np.float64(53.32592336876452), np.float64(1206.3425068325248), np.float64(0.06322078291754155)]"
40,37,7.463653087615967,1920,0.0012941360473632812,5,0.023823976516723633,16,,,0.002289295196533203,0,"[np.float64(50.798455255891845), np.float64(14.1349364816231), np.float64(0.05190028638840606)]"
45,42,7.409239768981934,1920,0.0013592243194580078,5,0.08445954322814941,64,,,0.002259492874145508,0,"[np.float64(23.127399007850123), np.float64(6.907394621554614), np.float64(0.06048210720971238)]"
50,47,5.979648113250732,1920,0.0012547969818115234,5,0.0320587158203125,21,,,0.002103090286254883,0,"[np.float64(1.2167508181871263), np.float64(3.621956400787753), np.float64(0.005552990368875075)]"
55,52,7.23079514503479,1920,0.0012178421020507812,5,0.026180744171142578,16,,,0.001956462860107422,0,"[np.float64(2.0802978266468237), np.float64(0.1857982503213032), np.float64(0.004206175870329904)]"
60,57,6.011921405792236,1920,0.0012502670288085938,5,0.013631343841552734,6,,,0.0019986629486083984,0,"[np.float64(0.6969198304676638), np.float64(0.036896745566221724), np.float64(0.0015296597748726375)]"
65,62,5.39058256149292,1920,0.0013661384582519531,5,0.07945084571838379,46,,,0.001984834671020508,0,"[np.float64(0.3017181300191858), np.float64(0.1507507191085754), np.float64(0.0019744917508063018)]"
70,67,6.080059051513672,1920,0.0013568401336669922,5,0.018253087997436523,7,,,0.0023670196533203125,0,"[np.float64(0.08165775577814571), np.float64(0.11172768933130321), 0.001]"
75,72,7.290862798690796,1920,0.0014450550079345703,5,0.01795339584350586,6,,,0.0024690628051757812,0,"[np.float64(0.0976969280794151), np.float64(0.025633288748151246), 0.001]"
80,77,6.45511269569397,1920,0.0012760162353515625,5,0.019344806671142578,7,,,0.0022668838500976562,0,"[np.float64(0.09575952732764037), np.float64(0.04995452924308495), 0.001]"
85,82,4.975591421127319,1920,0.0012066364288330078,5,0.11754631996154785,56,73.69501566886902,64000,0.0020635128021240234,0,"[np.float64(0.08283140385355381), np.float64(0.03234556012615761), 0.001]"
