n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.06235003471374512,90,0.17780566215515137,21,,,0,0,"[nan, nan, nan]"
90,90,12.657083988189697,1920,0.016153335571289062,30,0.026719331741333008,3,,,0.012970209121704102,0,"[np.float64(351.93529963453204), nan, 0.001]"
120,103,17.407646417617798,1920,0.014433622360229492,30,1.590240240097046,192,,,0.004747152328491211,0,"[np.float64(167.6175667712342), np.float64(1.9698233079294731), 0.001]"
150,133,17.21399688720703,1920,0.014635801315307617,30,0.4228334426879883,39,,,0.0046100616455078125,0,"[np.float64(364.4415818083944), np.float64(11.3838820902734), np.float64(0.10330514638091838)]"
180,151,24.82226824760437,1920,0.014617204666137695,30,0.7334978580474854,59,,,0.005669116973876953,0,"[np.float64(394.09008973401393), np.float64(25.99376087549733), 0.001]"
210,166,25.01046395301819,1920,0.014758825302124023,30,0.6437423229217529,29,,,0.004346132278442383,0,"[np.float64(389.2191654856229), np.float64(36.9755669393919), np.float64(0.03482415277578579)]"
240,188,26.478480577468872,1920,0.014907360076904297,30,1.2803678512573242,44,,,0.006206989288330078,0,"[np.float64(330.00272711595653), np.float64(55.094865301461496), np.float64(0.9999999999778147)]"
270,209,26.370405673980713,1920,0.015274763107299805,30,1.4847662448883057,40,,,0.021994829177856445,0,"[np.float64(392.4823522051581), np.float64(69.23290940604016), np.float64(0.9999910916724843)]"
300,232,27.82798671722412,1920,0.015489578247070312,30,0.8960487842559814,18,,,0.004662275314331055,0,"[np.float64(362.80626149139016), np.float64(142.32045505602045), np.float64(0.9999991235855309)]"
330,258,32.004613637924194,1920,0.015016555786132812,30,7.897660255432129,129,,,0.0060198307037353516,0,"[np.float64(306.61302020425717), np.float64(14.707998904274415), np.float64(0.8918053239120588)]"
360,285,25.065097332000732,1920,0.015139579772949219,30,4.616815090179443,63,,,0.0040094852447509766,0,"[np.float64(321.95049588376725), np.float64(460.10661366812576), np.float64(0.9970926887963202)]"
390,314,32.718966245651245,1920,0.014845848083496094,30,0.9755346775054932,11,,,0.004709005355834961,0,"[np.float64(266.9916851074726), np.float64(192.7782760619719), np.float64(0.23391413843268546)]"
420,344,24.957454442977905,1920,0.015081167221069336,30,7.18847393989563,65,,,0.03292393684387207,0,"[np.float64(13.40274507337358), np.float64(173.96470524041527), 0.001]"
450,374,28.088107585906982,1920,0.015038490295410156,30,8.350390434265137,67,,,0.005613088607788086,0,"[np.float64(233.27413827719187), np.float64(0.9948376432105424), 0.001]"
480,404,23.49301552772522,1920,0.014650344848632812,30,9.283301830291748,63,,,0.005742311477661133,0,"[np.float64(240.6266935097742), np.float64(0.8473265370043542), 0.001]"
510,434,31.98068594932556,1920,0.01466512680053711,30,8.23680830001831,50,,,0.005277872085571289,0,"[np.float64(291.20876909284715), np.float64(0.9229845477396977), 0.001]"
540,463,39.71073389053345,1920,0.014597892761230469,30,6.030963182449341,32,,,0.00481414794921875,0,"[np.float64(262.7899225961562), np.float64(1.152230508467862), 0.001]"
570,493,44.108386516571045,1920,0.013916254043579102,30,6.8220319747924805,33,,,0.0058460235595703125,0,"[np.float64(225.61125681334966), np.float64(1.9928269876748055), 0.001]"
600,523,79.48708009719849,1920,0.014783859252929688,30,7.9383134841918945,32,,,0.004987955093383789,0,"[np.float64(167.44606889975304), np.float64(2.0918896766664075), 0.001]"
630,553,84.51536536216736,1920,0.014736413955688477,30,24.222613096237183,96,,,0.005491495132446289,0,"[np.float64(318.80719126338784), np.float64(1.4607673163805193), 0.001]"
660,579,32.928874492645264,1920,0.013483762741088867,30,2.261592149734497,8,238.45431900024414,64000,0.005690336227416992,0,"[np.float64(0.11509428964041035), np.float64(24.522609654089262), 0.001]"
