n_total,n_finite,time_acquire,evals_acquire,time_truth,evals_truth,time_fit,evals_fit,time_mc,evals_mc,time_convergence,evals_convergence,convergence_crit_value
0,0,0,0,0.006017446517944336,15,0.09869790077209473,72,,,0,0,"[nan, nan, nan]"
15,15,19.20432162284851,1920,0.0013606548309326172,5,0.016862869262695312,15,,,0.002082347869873047,0,"[np.float64(26.811928176459126), nan, np.float64(0.0246109194143058)]"
20,20,9.835049152374268,1920,0.0014574527740478516,5,0.017852067947387695,14,,,0.0022897720336914062,0,"[np.float64(26.689563602470354), np.float64(0.38347879495873893), np.float64(0.0013619153822775293)]"
25,25,8.73642349243164,1920,0.0014138221740722656,5,0.041162729263305664,35,,,0.0023746490478515625,0,"[np.float64(20.52580912266886), np.float64(0.931646140351384), 0.001]"
30,30,4.195533275604248,1920,0.0013043880462646484,5,0.026601791381835938,22,,,0.0020852088928222656,0,"[np.float64(17.50806262976647), np.float64(1.4105171113483903), np.float64(0.007669504593661157)]"
35,35,6.71581768989563,1920,0.0014264583587646484,5,0.024374961853027344,18,,,0.002437591552734375,0,"[np.float64(19.261415239542515), np.float64(1.7193845017870915), np.float64(0.02749140941815345)]"
40,40,7.041669607162476,1920,0.0012617111206054688,5,0.03174638748168945,26,,,0.002133607864379883,0,"[np.float64(35.06448474193753), np.float64(5.9928123129526485), np.float64(0.06095687954568054)]"
45,45,4.668910503387451,1920,0.0011758804321289062,5,0.06630206108093262,55,,,0.0018639564514160156,0,"[np.float64(1.2257593194663468), np.float64(1.8657241414465182), 0.001]"
50,50,4.868024826049805,1920,0.0013401508331298828,5,0.07986760139465332,55,,,0.002229452133178711,0,"[np.float64(0.5540610778922037), np.float64(0.27027405470312327), 0.001]"
55,55,5.525483131408691,1920,0.0014503002166748047,5,0.021513938903808594,12,,,0.0021698474884033203,0,"[np.float64(0.17311295991685682), np.float64(0.038928004719160185), 0.001]"
60,60,4.69757080078125,1920,0.0010724067687988281,5,0.018335819244384766,12,89.82650780677795,64000,0.0018918514251708984,0,"[np.float64(0.0509855267889634), np.float64(0.02618051618336144), 0.001]"
65,65,6.403841257095337,1920,0.0014958381652832031,5,0.15992236137390137,92,,,0.0022940635681152344,0,"[np.float64(12.420367921111357), np.float64(7.66978939122008), 0.001]"
70,70,6.120182752609253,1920,0.0014138221740722656,5,0.023873329162597656,11,77.4262068271637,64000,0.002178668975830078,0,"[np.float64(0.05422076773643525), np.float64(0.8562709477984423), 0.001]"
